admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,main_first_language,main_first_language_share,main_second_language,main_second_language_share,Ukrainian,Russian,Belarusian,Romanian,Bulgarian,Hungarian,Azeri,Armenian,Georgian,Gagauz,Crimean Tatar,Tatar,Romani,German,Polish,English,French,Other,Ukrainian L1,Russian L1,Belarusian L1,Romanian L1,Azeri L1,Armenian L1,Georgian L1,Bulgarian L1,Gagauz L1,Crimean Tatar L1,Tatar L1,Hungarian L1,Romani L1,Other L1,None L2,Ukrainian L2,Russian L2,Belarussian L2,Romanian L2,Bulgarian L2,German L2,Polish L2,Hungarian L2,English L2,French L2,Other L2,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+first+lang+main,#indicator+first+lang+main+pct,#indicator+second+lang+main,#indicator+second+lang+main+pct,#indicator+lang+pct+iso639-3_ukr,#indicator+lang+pct+iso639-3_rus,#indicator+lang+pct+iso639-3_bel,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_bul,#indicator+lang+pct+iso639-3_hun,#indicator+lang+pct+iso639-3_azj,#indicator+lang+pct+iso639-3_hyw,#indicator+lang+pct+iso639-3_kat,#indicator+ang+pct+iso639-3_gag,#indicator+lang+pct+iso639-3_crh,#indicator+lang+pct+iso639-3_tat,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_pol,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ukr,#indicator+first+lang+pct+iso639-3_rus,#indicator+first+lang+pct+iso639-3_bel,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_azj,#indicator+first+lang+pct+iso639-3_hyw,#indicator+first+lang+pct+iso639-3_kat,#indicator+first+lang+pct+iso639-3_bul,#indicator+first+ang+pct+iso639-3_gag,#indicator+first+lang+pct+iso639-3_crh,#indicator+first+lang+pct+iso639-3_tat,#indicator+first+lang+pct+iso639-3_hun,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_unknown,#indicator+second+lang+pct+none,#indicator+second+lang+pct+iso639-3_ukr,#indicator+second+lang+pct+iso639-3_rus,#indicator+second+lang+pct+iso639-3_bel,#indicator+second+lang+pct+iso639-3_ron,#indicator+second+lang+pct+iso639-3_bul,#indicator+second+lang+pct+iso639-3_deu,#indicator+second+lang+pct+iso639-3_pol,#indicator+second+lang+pct+iso639-3_hun,#indicator+second+lang+pct+iso639-3_eng,#indicator+second+lang+pct+iso639-3_fra,#indicator+second+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age12up,#population+m+pct+literate+age12up,#population+f+pct+literate+age12up,#meta+data+bool,#meta+confidence,#meta+text
Skole raion,804046022,Lvivska oblast,804046,Ukraine,UA,6,Ukrainian,0.999,Ukrainian,0.994,Russian,0.208,0.999,0.213,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.004,0.004,0.000,0.001,0.994,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.776,0.005,0.208,0.000,0.000,0.000,0.003,0.004,0.000,0.004,0.000,0.001,51170,24680,26490,0.991,0.996,0.986,Yes,Medium,
Busk raion,804046023,Lvivska oblast,804046,Ukraine,UA,6,Ukrainian,0.998,Ukrainian,0.991,Russian,0.154,0.998,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.011,0.005,0.002,0.003,0.991,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.819,0.007,0.154,0.000,0.000,0.000,0.002,0.011,0.000,0.005,0.002,0.001,50550,23590,26960,0.997,0.998,0.996,Yes,Medium,
Peremyshliany raion,804046024,Lvivska oblast,804046,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.996,Russian,0.121,1.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.014,0.005,0.000,0.002,0.996,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.853,0.004,0.121,0.000,0.000,0.000,0.002,0.014,0.000,0.005,0.000,0.001,47650,21970,25680,0.995,0.996,0.994,Yes,Medium,
Boryslav municipality,804046025,Lvivska oblast,804046,Ukraine,UA,7,Ukrainian,0.998,Ukrainian,0.974,Russian,0.181,0.998,0.202,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.070,0.019,0.002,0.009,0.974,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.693,0.024,0.181,0.000,0.000,0.000,0.007,0.070,0.000,0.019,0.002,0.004,40150,18060,22090,0.996,0.998,0.995,Yes,Medium,
Sambir city,804046026,Lvivska oblast,804046,Ukraine,UA,8,Ukrainian,0.998,Ukrainian,0.961,Russian,0.122,0.998,0.142,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.010,0.068,0.023,0.002,0.023,0.961,0.021,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.732,0.037,0.122,0.000,0.000,0.000,0.010,0.068,0.000,0.023,0.002,0.007,36480,17350,19130,0.999,0.999,0.999,Yes,Medium,
Truskavets city,804046027,Lvivska oblast,804046,Ukraine,UA,12,Ukrainian,0.955,Ukrainian,0.874,Russian,0.305,0.955,0.402,0.016,0.007,0.002,0.000,0.001,0.002,0.002,0.000,0.000,0.000,0.000,0.016,0.036,0.042,0.002,0.009,0.874,0.097,0.014,0.006,0.001,0.002,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.510,0.081,0.305,0.001,0.001,0.001,0.016,0.036,0.000,0.042,0.002,0.005,31940,15210,16730,0.997,0.999,0.996,Yes,Medium,
Mykolaiv city,804048001,Mykolaivska oblast,804048,Ukraine,UA,11,Russian,0.893,Russian,0.572,Ukrainian,0.418,0.836,0.893,0.002,0.002,0.003,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.005,0.001,0.024,0.001,0.006,0.418,0.572,0.001,0.001,0.001,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.219,0.418,0.321,0.001,0.001,0.003,0.005,0.001,0.000,0.024,0.001,0.005,516510,237550,278960,0.997,0.998,0.996,Yes,Medium,
Pervomaisk city,804048002,Mykolaivska oblast,804048,Ukraine,UA,10,Ukrainian,0.953,Ukrainian,0.835,Russian,0.496,0.953,0.651,0.001,0.003,0.002,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.003,0.003,0.000,0.007,0.000,0.005,0.835,0.155,0.001,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.003,0.002,0.368,0.118,0.496,0.000,0.001,0.001,0.003,0.000,0.000,0.007,0.000,0.004,72190,33120,39070,0.996,0.996,0.995,Yes,Medium,
Zhovtnevyi raion,804048003,Mykolaivska oblast,804048,Ukraine,UA,7,Ukrainian,0.943,Ukrainian,0.806,Russian,0.546,0.943,0.724,0.004,0.007,0.003,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.806,0.178,0.003,0.005,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.309,0.137,0.546,0.001,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.001,55420,26530,28890,0.988,0.994,0.983,Yes,Medium,
Snihurivka raion,804048004,Mykolaivska oblast,804048,Ukraine,UA,6,Ukrainian,0.977,Ukrainian,0.921,Russian,0.645,0.977,0.718,0.002,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.921,0.073,0.001,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.291,0.057,0.645,0.001,0.001,0.001,0.000,0.000,0.000,0.001,0.000,0.003,47100,22900,24200,0.994,0.996,0.992,Yes,Medium,
Voznesensk city,804048005,Mykolaivska oblast,804048,Ukraine,UA,9,Ukrainian,0.964,Ukrainian,0.863,Russian,0.578,0.964,0.702,0.003,0.005,0.002,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.003,0.000,0.003,0.863,0.124,0.002,0.004,0.000,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.312,0.101,0.578,0.001,0.001,0.000,0.001,0.000,0.000,0.003,0.000,0.002,42330,19310,23020,0.995,0.997,0.993,Yes,Medium,
Bashtanka raion,804048006,Mykolaivska oblast,804048,Ukraine,UA,9,Ukrainian,0.971,Ukrainian,0.917,Russian,0.568,0.971,0.619,0.004,0.007,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.019,0.917,0.052,0.004,0.006,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.017,0.371,0.054,0.568,0.001,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.002,41720,19750,21970,0.995,0.998,0.992,Yes,Medium,
Yuzhnoukrainsk city,804048007,Mykolaivska oblast,804048,Ukraine,UA,12,Ukrainian,0.898,Ukrainian,0.674,Russian,0.542,0.898,0.859,0.002,0.004,0.003,0.000,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.004,0.001,0.014,0.002,0.006,0.674,0.317,0.001,0.003,0.000,0.001,0.000,0.001,0.001,0.000,0.001,0.000,0.000,0.002,0.207,0.224,0.542,0.002,0.002,0.001,0.004,0.001,0.000,0.014,0.002,0.003,40010,19420,20590,0.997,0.997,0.997,Yes,Medium,
"Bratske raion, Yelanets raion",804048008,Mykolaivska oblast,804048,Ukraine,UA,8,Ukrainian,0.978,Ukrainian,0.887,Russian,0.454,0.978,0.526,0.002,0.037,0.001,0.000,0.000,0.003,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.887,0.072,0.002,0.034,0.000,0.003,0.000,0.001,0.001,0.000,0.001,0.000,0.000,0.001,0.451,0.091,0.454,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39630,18500,21130,0.987,0.994,0.980,Yes,Medium,
Nova Odesa raion,804048009,Mykolaivska oblast,804048,Ukraine,UA,9,Ukrainian,0.969,Ukrainian,0.911,Russian,0.433,0.969,0.507,0.001,0.010,0.001,0.000,0.000,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.006,0.000,0.005,0.911,0.074,0.001,0.005,0.000,0.005,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.495,0.058,0.433,0.000,0.005,0.001,0.000,0.001,0.000,0.006,0.000,0.002,37540,17560,19980,0.990,0.993,0.987,Yes,Medium,
Mykolaiv raion,804048010,Mykolaivska oblast,804048,Ukraine,UA,10,Ukrainian,0.955,Ukrainian,0.869,Russian,0.566,0.955,0.683,0.002,0.006,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.001,0.001,0.000,0.007,0.869,0.117,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.004,0.341,0.086,0.566,0.001,0.002,0.000,0.001,0.001,0.000,0.001,0.000,0.002,37250,17910,19340,0.987,0.987,0.987,Yes,Medium,
Pervomaisk raion,804048011,Mykolaivska oblast,804048,Ukraine,UA,7,Ukrainian,0.981,Ukrainian,0.925,Russian,0.373,0.981,0.426,0.001,0.016,0.001,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.925,0.053,0.001,0.014,0.000,0.004,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.563,0.056,0.373,0.001,0.003,0.001,0.000,0.000,0.000,0.001,0.000,0.002,36980,17340,19640,0.990,0.996,0.985,Yes,Medium,
Voznesensk raion,804048012,Mykolaivska oblast,804048,Ukraine,UA,11,Ukrainian,0.962,Ukrainian,0.886,Russian,0.465,0.962,0.556,0.002,0.022,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.001,0.001,0.001,0.001,0.002,0.886,0.091,0.002,0.016,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.001,0.449,0.076,0.465,0.001,0.005,0.001,0.001,0.001,0.000,0.001,0.001,0.001,36910,17540,19370,0.987,0.992,0.983,Yes,Medium,
Novyi Buh raion,804048013,Mykolaivska oblast,804048,Ukraine,UA,9,Ukrainian,0.984,Ukrainian,0.939,Russian,0.550,0.984,0.591,0.004,0.015,0.002,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.002,0.939,0.041,0.002,0.013,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.396,0.046,0.550,0.002,0.002,0.001,0.001,0.000,0.000,0.001,0.000,0.001,34310,16170,18140,0.987,0.987,0.986,Yes,Medium,
"Ochakiv city, Ochakiv raion",804048014,Mykolaivska oblast,804048,Ukraine,UA,10,Ukrainian,0.933,Ukrainian,0.791,Russian,0.580,0.933,0.775,0.004,0.009,0.001,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.001,0.010,0.000,0.006,0.791,0.195,0.003,0.006,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.002,0.257,0.142,0.580,0.001,0.003,0.001,0.001,0.001,0.000,0.010,0.000,0.004,33910,16020,17890,0.993,0.996,0.991,Yes,Medium,
Domanivka raion,804048015,Mykolaivska oblast,804048,Ukraine,UA,7,Ukrainian,0.991,Ukrainian,0.955,Russian,0.533,0.991,0.560,0.001,0.016,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.955,0.027,0.001,0.014,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.427,0.036,0.533,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,29550,13580,15970,0.997,0.998,0.995,Yes,Medium,
Kryve Ozero raion,804048016,Mykolaivska oblast,804048,Ukraine,UA,10,Ukrainian,0.992,Ukrainian,0.964,Russian,0.423,0.992,0.446,0.001,0.011,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.001,0.964,0.022,0.001,0.009,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.543,0.028,0.423,0.000,0.002,0.000,0.001,0.001,0.000,0.001,0.000,0.001,28580,12890,15690,0.990,0.996,0.985,Yes,Medium,
Veselynove raion,804048017,Mykolaivska oblast,804048,Ukraine,UA,9,Ukrainian,0.984,Ukrainian,0.934,Russian,0.472,0.984,0.522,0.001,0.014,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.001,0.001,0.000,0.002,0.934,0.050,0.001,0.010,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.003,0.001,0.469,0.050,0.472,0.000,0.004,0.000,0.001,0.001,0.000,0.001,0.000,0.001,27140,12820,14320,0.991,0.993,0.990,Yes,Medium,
Kazanka raion,804048018,Mykolaivska oblast,804048,Ukraine,UA,7,Ukrainian,0.958,Ukrainian,0.815,Russian,0.469,0.958,0.643,0.004,0.006,0.001,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.815,0.175,0.002,0.004,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.143,0.469,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.002,25300,11870,13430,0.994,0.998,0.991,Yes,Medium,
Berezanka raion,804048019,Mykolaivska oblast,804048,Ukraine,UA,10,Ukrainian,0.960,Ukrainian,0.877,Russian,0.537,0.960,0.628,0.003,0.020,0.003,0.000,0.000,0.002,0.001,0.003,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.008,0.877,0.092,0.003,0.015,0.000,0.002,0.001,0.002,0.003,0.000,0.000,0.000,0.000,0.004,0.368,0.083,0.537,0.000,0.005,0.000,0.002,0.001,0.000,0.000,0.000,0.004,24990,11550,13440,0.994,0.995,0.992,Yes,Medium,
Arbuzynka raion,804048020,Mykolaivska oblast,804048,Ukraine,UA,6,Ukrainian,0.970,Ukrainian,0.881,Russian,0.548,0.970,0.642,0.002,0.025,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.881,0.094,0.002,0.019,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.356,0.089,0.548,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.001,24780,11700,13080,0.991,0.996,0.985,Yes,Medium,
Bereznehuvate raion,804048021,Mykolaivska oblast,804048,Ukraine,UA,7,Ukrainian,0.977,Ukrainian,0.922,Russian,0.494,0.977,0.554,0.004,0.010,0.000,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.003,0.922,0.059,0.004,0.009,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.445,0.056,0.494,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.002,23120,10770,12350,0.985,0.997,0.975,Yes,Medium,
Vradiyivka raion,804048022,Mykolaivska oblast,804048,Ukraine,UA,6,Ukrainian,0.991,Ukrainian,0.960,Russian,0.579,0.991,0.600,0.001,0.022,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.009,0.960,0.021,0.000,0.014,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.374,0.030,0.579,0.000,0.008,0.000,0.000,0.000,0.000,0.001,0.000,0.006,20970,9680,11290,0.985,0.990,0.981,Yes,Medium,
Odessa city,804051001,Odeska oblast,804051,Ukraine,UA,13,Russian,0.887,Russian,0.668,Ukrainian,0.469,0.783,0.887,0.002,0.006,0.005,0.000,0.001,0.002,0.001,0.001,0.000,0.000,0.000,0.008,0.001,0.054,0.002,0.013,0.314,0.668,0.001,0.003,0.001,0.002,0.001,0.004,0.001,0.000,0.000,0.000,0.000,0.005,0.230,0.469,0.220,0.001,0.003,0.004,0.008,0.001,0.000,0.054,0.002,0.007,1035220,484960,550260,0.997,0.998,0.997,Yes,Medium,
"Teplodar city, Biliaivka raion",804051002,Odeska oblast,804051,Ukraine,UA,12,Ukrainian,0.926,Ukrainian,0.787,Russian,0.513,0.926,0.698,0.003,0.016,0.003,0.000,0.001,0.002,0.000,0.001,0.000,0.002,0.004,0.002,0.000,0.005,0.000,0.006,0.787,0.185,0.003,0.011,0.001,0.002,0.000,0.002,0.001,0.000,0.002,0.000,0.004,0.003,0.331,0.138,0.513,0.001,0.005,0.001,0.002,0.000,0.000,0.005,0.000,0.003,114340,53870,60470,0.993,0.995,0.991,Yes,Medium,
Izmail city,804051003,Odeska oblast,804051,Ukraine,UA,12,Russian,0.937,Russian,0.737,Ukrainian,0.488,0.665,0.937,0.002,0.033,0.054,0.000,0.000,0.001,0.001,0.004,0.000,0.000,0.005,0.011,0.000,0.068,0.005,0.016,0.178,0.737,0.001,0.019,0.000,0.001,0.001,0.052,0.004,0.000,0.000,0.000,0.005,0.002,0.167,0.488,0.200,0.002,0.014,0.033,0.011,0.000,0.000,0.068,0.005,0.013,86910,40220,46690,0.994,0.997,0.992,Yes,Medium,
Bolhrad raion,804051004,Odeska oblast,804051,Ukraine,UA,8,Russian,0.887,Bulgarian,0.575,Russian,0.725,0.213,0.887,0.000,0.016,0.575,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.002,0.001,0.000,0.002,0.000,0.034,0.046,0.162,0.000,0.012,0.000,0.000,0.000,0.575,0.180,0.000,0.000,0.000,0.002,0.022,0.048,0.167,0.725,0.000,0.003,0.041,0.001,0.000,0.000,0.002,0.000,0.012,73870,35730,38140,0.984,0.991,0.978,Yes,Medium,
Kominternivske raion,804051005,Odeska oblast,804051,Ukraine,UA,12,Ukrainian,0.937,Ukrainian,0.774,Russian,0.513,0.937,0.717,0.002,0.010,0.005,0.000,0.000,0.001,0.000,0.003,0.000,0.001,0.002,0.001,0.001,0.003,0.000,0.005,0.774,0.205,0.002,0.008,0.000,0.001,0.000,0.005,0.003,0.000,0.001,0.000,0.002,0.001,0.310,0.164,0.513,0.000,0.002,0.003,0.001,0.001,0.000,0.003,0.000,0.003,67660,32190,35470,0.999,0.999,0.999,Yes,Medium,
Illichivsk municipality,804051006,Odeska oblast,804051,Ukraine,UA,12,Russian,0.889,Russian,0.569,Ukrainian,0.425,0.843,0.889,0.004,0.005,0.004,0.000,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.007,0.002,0.067,0.001,0.008,0.418,0.569,0.002,0.002,0.002,0.001,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.002,0.163,0.425,0.320,0.002,0.004,0.004,0.007,0.002,0.000,0.067,0.001,0.006,64640,29890,34750,0.999,1.000,0.999,Yes,Medium,
Kiliya raion,804051007,Odeska oblast,804051,Ukraine,UA,10,Russian,0.902,Russian,0.451,Russian,0.451,0.673,0.902,0.002,0.155,0.029,0.000,0.000,0.000,0.000,0.033,0.000,0.001,0.002,0.002,0.000,0.010,0.000,0.014,0.352,0.451,0.001,0.130,0.000,0.000,0.000,0.028,0.033,0.000,0.001,0.000,0.002,0.002,0.166,0.322,0.451,0.001,0.025,0.012,0.002,0.000,0.000,0.010,0.000,0.012,61480,29450,32030,0.987,0.991,0.982,Yes,Medium,
Bilhorod-Dnistrovskyi raion,804051008,Odeska oblast,804051,Ukraine,UA,9,Ukrainian,0.911,Ukrainian,0.803,Russian,0.403,0.911,0.531,0.001,0.071,0.007,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0.001,0.000,0.001,0.000,0.005,0.803,0.128,0.001,0.057,0.000,0.000,0.000,0.006,0.002,0.000,0.000,0.000,0.002,0.001,0.466,0.108,0.403,0.001,0.014,0.002,0.001,0.000,0.000,0.001,0.000,0.003,61380,28550,32830,0.991,0.994,0.989,Yes,Medium,
Ovidiopol raion,804051009,Odeska oblast,804051,Ukraine,UA,12,Ukrainian,0.907,Ukrainian,0.711,Russian,0.451,0.907,0.711,0.003,0.014,0.006,0.000,0.001,0.004,0.001,0.001,0.000,0.000,0.001,0.003,0.000,0.004,0.000,0.006,0.711,0.260,0.002,0.011,0.001,0.004,0.001,0.005,0.001,0.000,0.000,0.000,0.001,0.002,0.336,0.197,0.451,0.000,0.003,0.002,0.003,0.000,0.000,0.004,0.000,0.003,60730,28670,32060,0.992,0.996,0.989,Yes,Medium,
Bilhorod-Dnistrovskyi municipality,804051010,Odeska oblast,804051,Ukraine,UA,12,Russian,0.913,Russian,0.550,Ukrainian,0.418,0.831,0.913,0.003,0.025,0.016,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.004,0.001,0.015,0.001,0.007,0.413,0.550,0.001,0.015,0.000,0.001,0.001,0.015,0.002,0.000,0.000,0.000,0.000,0.001,0.171,0.418,0.363,0.001,0.010,0.009,0.004,0.001,0.000,0.015,0.001,0.006,58980,27180,31800,0.997,0.995,0.998,Yes,Medium,
Rozdilna raion,804051011,Odeska oblast,804051,Ukraine,UA,9,Ukrainian,0.899,Ukrainian,0.678,Russian,0.514,0.899,0.799,0.004,0.040,0.003,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.005,0.678,0.285,0.003,0.027,0.000,0.002,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.001,0.238,0.221,0.514,0.001,0.013,0.002,0.003,0.000,0.000,0.003,0.000,0.005,57200,27030,30170,0.996,0.997,0.996,Yes,Medium,
Izmail raion,804051012,Odeska oblast,804051,Ukraine,UA,10,Russian,0.825,Romanian,0.263,Russian,0.609,0.467,0.825,0.001,0.278,0.255,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.005,0.000,0.000,0.003,0.001,0.006,0.252,0.216,0.001,0.263,0.000,0.000,0.001,0.255,0.005,0.000,0.000,0.000,0.005,0.003,0.132,0.215,0.609,0.000,0.015,0.021,0.000,0.000,0.000,0.003,0.001,0.003,54600,26250,28350,0.991,0.995,0.988,Yes,Medium,
Artsyi raion,804051013,Odeska oblast,804051,Ukraine,UA,11,Russian,0.908,Russian,0.434,Russian,0.474,0.498,0.908,0.001,0.050,0.353,0.000,0.000,0.002,0.000,0.008,0.000,0.000,0.001,0.003,0.000,0.007,0.001,0.015,0.162,0.434,0.000,0.035,0.000,0.002,0.000,0.353,0.008,0.000,0.000,0.000,0.001,0.006,0.117,0.336,0.474,0.001,0.016,0.037,0.003,0.000,0.000,0.007,0.001,0.009,52950,25210,27740,0.991,0.995,0.987,Yes,Medium,
Sarata raion,804051014,Odeska oblast,804051,Ukraine,UA,11,Russian,0.749,Ukrainian,0.407,Russian,0.531,0.590,0.749,0.001,0.188,0.194,0.000,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.002,0.407,0.219,0.000,0.177,0.001,0.001,0.000,0.193,0.001,0.000,0.000,0.000,0.000,0.000,0.259,0.183,0.531,0.000,0.011,0.011,0.001,0.000,0.000,0.001,0.001,0.002,49540,23060,26480,0.995,0.999,0.992,Yes,Medium,
Balta raion,804051015,Odeska oblast,804051,Ukraine,UA,6,Ukrainian,0.976,Ukrainian,0.902,Russian,0.582,0.976,0.657,0.002,0.021,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.902,0.075,0.002,0.018,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.338,0.074,0.582,0.000,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.002,48690,22100,26590,0.992,0.991,0.993,Yes,Medium,
Tarutyne raion,804051016,Odeska oblast,804051,Ukraine,UA,10,Russian,0.858,Russian,0.330,Russian,0.528,0.453,0.858,0.002,0.165,0.309,0.000,0.000,0.003,0.000,0.032,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.016,0.190,0.330,0.001,0.131,0.000,0.003,0.000,0.309,0.032,0.000,0.001,0.000,0.000,0.003,0.119,0.263,0.528,0.000,0.034,0.042,0.001,0.000,0.000,0.001,0.000,0.013,45770,22140,23630,0.988,0.995,0.982,Yes,Medium,
Kotovsk city,804051017,Odeska oblast,804051,Ukraine,UA,9,Russian,0.947,Ukrainian,0.650,Russian,0.627,0.914,0.947,0.002,0.029,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.004,0.000,0.004,0.650,0.320,0.001,0.020,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.004,0.002,0.090,0.264,0.627,0.001,0.009,0.000,0.001,0.000,0.000,0.004,0.000,0.002,43210,20860,22350,0.995,0.996,0.993,Yes,Medium,
